52012618285;54
2230211971;55
41112018891;95
28070716757;35
86031524049;22
62081310443;20
53102523056;80
57051214283;47
74022610518;13
55022224745;14
49081314820;85
49070709363;51
23010115395;41
99102721339;69
59070102530;66
74061119227;70
76030410740;61
39072000654;84
64032205378;93
37093012045;12
58073005727;91
72051513163;28
5281401946;60
29031807235;3
5322720276;83
23122208097;72
2292111589;65
81120506562;25
42010415267;41
21122713348;1
20120307032;77
87110825095;3
31091507660;93
20092703090;89
45032915836;20
74091710872;92
25102706498;30
40021519943;69
96042509399;5
65111103514;60
40102103786;55
58021806035;57
8221913552;73
33060407689;42
10213008339;13
36083015934;4
85042909308;79
68112112134;8
71052515563;51
45052110233;63
46060611079;85
96111310369;53
77043018042;18
21123020942;18
2231022949;35
68031713199;49
45061607012;23
73010517857;19
82010703849;78
83020312827;70
69041216768;88
4303118422;54
93060314563;77
44060816593;60
46030524099;42
66090400874;71
35111708231;89
89040619454;17
49092912448;78
25050722050;28
25022600302;39
73042219675;82
4301412245;66
47101402205;39
84041220737;22
22112920980;29
39080423609;75
21111815170;33
84022616438;80
77101511201;69
24030224812;35
27051917158;75
81040522365;87
63050104902;51
45031510360;26
52051325371;71
67042419456;51
58012616124;50
87081415936;12
60021224924;62
58043020107;2
76062501814;47
31070520095;71
93030301793;33
41020719730;6
81091603606;40
78101800564;6
90121505883;49
98112117204;5
44050612877;34
52012618285;84
2230211971;55
41112018891;58
28070716757;67
86031524049;39
62081310443;1
53102523056;76
57051214283;57
74022610518;27
55022224745;87
49081314820;50
49070709363;45
23010115395;67
99102721339;93
59070102530;8
74061119227;9
76030410740;66
39072000654;24
64032205378;83
37093012045;59
58073005727;60
72051513163;49
5281401946;65
29031807235;43
5322720276;79
23122208097;93
2292111589;14
81120506562;3
42010415267;36
21122713348;67
20120307032;23
87110825095;64
31091507660;79
20092703090;91
45032915836;87
74091710872;22
25102706498;48
40021519943;26
96042509399;24
65111103514;17
40102103786;14
58021806035;22
8221913552;64
33060407689;25
10213008339;48
36083015934;88
85042909308;17
68112112134;8
71052515563;5
45052110233;65
46060611079;59
96111310369;86
77043018042;73
21123020942;63
2231022949;46
68031713199;80
45061607012;74
73010517857;30
82010703849;58
83020312827;15
69041216768;26
4303118422;70
93060314563;87
44060816593;14
46030524099;9
66090400874;48
35111708231;8
89040619454;11
49092912448;65
25050722050;51
25022600302;63
73042219675;17
4301412245;50
47101402205;94
84041220737;12
22112920980;8
39080423609;11
21111815170;26
84022616438;72
77101511201;16
24030224812;13
27051917158;67
81040522365;53
63050104902;9
45031510360;40
52051325371;38
67042419456;35
58012616124;23
87081415936;79
60021224924;35
58043020107;4
76062501814;56
31070520095;7
93030301793;90
41020719730;26
81091603606;59
78101800564;24
90121505883;95
98112117204;36
